SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
1.1	0	0	0.001459041	0	0.0076047	0.722573457	0.000636686	0	0.000453871	0.013985155	0	0.003533073	0.000426434	0.002861872	4.00E-05	0.019267877	0.005126133	0	0	0.001140729	0.000682663	0.00443637	0.000480699	0.036703876
1.1	14	0.004317887	0.001550094	0.002321487	0.009255875	0.133607783	0.000504525	0.000129837	0.000280854	0.524272146	0.016637797	0.0197996	0.00034259	0.017702989	0.000120906	0.025943981	0.005287133	0.000146855	1.03E-05	0.002760797	0.002375844	0.002738891	0.000375248	0.01727061
1.2	0	0.006045057	0.001183866	0.00367148	0.007565004	0.70477486	0.000263606	0.000216519	7.79E-05	0	0.024142288	0.02076946	0.00027219	0.012722772	0.000124816	0.019378547	0.003824626	0.000167102	1.09E-05	0.0030612	0.002311123	0.001326599	0.00019062	0.022783419
1.2	14	0.004176567	0.000960592	0.002639555	0.006010369	0.539239127	0.000206803	0.000174155	2.90E-05	0.15491095	0.018851052	0.01439391	0.000281844	0.05988696	9.49E-05	0.013040251	0.002917768	0.000125196	8.13E-07	0.002710363	0.001541467	0.001497331	0.000119538	0.041044899
1.2	28	0.002816329	0.001114026	0.001687776	0.006504751	0.623693591	0.000344053	0.000141286	6.71E-05	0.036999303	0.015578131	0.010783365	0.000384043	0.03247291	8.63E-05	0.013076838	0.00318825	0.000121978	0	0.003000102	0.001135171	0.002965194	0.000135225	0.072543161
1.3	0	0.002677963	0.001111966	0.001582556	0.006455896	0.665566956	0.000354374	0.00013614	7.10E-05	0	0.01507564	0.010350731	0.000385695	0.04067948	8.44E-05	0.013008228	0.003168449	0.000120917	0	0.002978975	0.001089845	0.003062024	0.000135327	0.073876185
1.3	14	0.002097404	0.001684527	0.000493491	0.008998891	0.031074117	0.000842808	0.000109985	0.000211533	0.611020666	0.014311235	0.008331195	0.00058737	0.08106735	9.71E-05	0.021552176	0.00447095	0.000198855	0	0.004210868	0.000931003	0.007051493	0.000211479	0.099340976
1.3	28	0.002591131	0.001708826	0	0.008331435	0.81536046	0.001365448	4.31E-05	0.000354101	0	0.01083344	0.004653873	0.000484253	0	8.36E-05	0.03085051	0.004029033	0.000314234	1.03E-05	0.004189338	0.000708707	0.010376751	0.000199951	0.020615834
1.5	0	0.004665817	0.001423764	0	0.006382358	0.138967834	0.001666475	1.81E-05	0.000413327	0.659978151	0.01118357	0.004365296	0.000231851	0.013082569	7.42E-05	0.037939478	0.002818599	0.000426823	4.17E-05	0.003695419	0.000840604	0.011611431	0.000129686	0.029666463
2.1	0	0	3.10E-05	0.000391442	0.029560584	0.735158755	0.001381348	0.000852453	0.000107685	0	0	0.000285103	0	0	2.72E-05	0.119534789	0.012409069	0.000521863	0	0.000294898	0.00149094	0.005265935	0.001033316	0
2.1	14	0.032595789	9.96E-06	0.000125302	0.019312127	0.064291529	0.000799862	0.000105151	5.83E-05	0.493399092	0.238091093	0.00039652	7.65E-05	0	4.54E-05	0.084810852	0.00556879	0.000479147	0	1.25E-05	0.000636975	0.006446063	0.000598677	0
